V1	V2
429205889_ff5a006311.jpg	<START> Woman standing next to wire tree with ornamental balls hanging from it <END>
997338199_7343367d7f.jpg	<START> A person stands near golden walls . <END>
997338199_7343367d7f.jpg	<START> a woman behind a scrolled wall is writing <END>
997338199_7343367d7f.jpg	<START> A woman standing near a decorated wall writes . <END>
997338199_7343367d7f.jpg	<START> The walls are covered in gold and patterns . <END>
997338199_7343367d7f.jpg	<START> Woman writing on a pad in room with gold , decorated walls . <END>
2749124446_d4432787b5.jpg	<START> A dog wearing a muzzle is racing around a corner . <END>
2749124446_d4432787b5.jpg	<START> A dog with his eyes bulging out runs in front of another running dog . <END>
2749124446_d4432787b5.jpg	<START> There are two greyhounds racing around a dirt track . <END>
2749124446_d4432787b5.jpg	<START> The two greyhounds are racing around a corner . <END>
2749124446_d4432787b5.jpg	<START> Two horses are neck to neck at a race . <END>
2461372011_ebbf513766.jpg	<START> A person and a black dog are walking through the snow . <END>
2461372011_ebbf513766.jpg	<START> A person climbs a snowy hill while a black dog follows . <END>
2461372011_ebbf513766.jpg	<START> A person climbs up a snowy hill while their dog follows . <END>
2461372011_ebbf513766.jpg	<START> A person hiking up a hill in the snow with a dog . <END>
2461372011_ebbf513766.jpg	<START> The hiker is walking up a snow covered hill with a black dog . <END>
326585030_e1dcca2562.jpg	<START> A man drives a boat along a waterway lined with apartments . <END>
326585030_e1dcca2562.jpg	<START> a man driving a blue boat passes by some colorful houses . <END>
326585030_e1dcca2562.jpg	<START> A man steers a boat through the canal lined with colorful houses with red roofs . <END>
326585030_e1dcca2562.jpg	<START> A man steers a blue boat past brightly colored houses . <END>
326585030_e1dcca2562.jpg	<START> A person on a boat in a canal . <END>
3208032657_27b9d6c4f3.jpg	<START> A man power washes some steps beside a swimming pool . <END>
3208032657_27b9d6c4f3.jpg	<START> A man power washes steps by a large swimming pool . <END>
3208032657_27b9d6c4f3.jpg	<START> A person cleaning some steps by a pool . <END>
3208032657_27b9d6c4f3.jpg	<START> A person powerwashing stairs leading down to a pool . <END>
3208032657_27b9d6c4f3.jpg	<START> Man holding equipment near steps poolside with a white building in background . <END>
3185645793_49de805194.jpg	<START> A bike rider jumping the hill on his bicycle . <END>
3185645793_49de805194.jpg	<START> A man leaving the ground on a bicycle . <END>
3185645793_49de805194.jpg	<START> A man wearing a blue shirt and matching helmet is jumping his bike over a hill . <END>
3185645793_49de805194.jpg	<START> a mountain biker riding on a hillside wearing a helmet . <END>
3185645793_49de805194.jpg	<START> One person jumping his bike towards the camera while another one in the background is walking his bike away from the camera . <END>
2410040397_1a161a1146.jpg	<START> A black and brown dog is running through the woods . <END>
2410040397_1a161a1146.jpg	<START> A black and brown dog runs through the woods . <END>
2410040397_1a161a1146.jpg	<START> A dog running through the woods . <END>
2410040397_1a161a1146.jpg	<START> A dog runs through the woods . <END>
2410040397_1a161a1146.jpg	<START> Brown dog with mouth open running toward camera in a wooded area . <END>
3555231025_73fa54fa29.jpg	<START> A small girl , wearing a pink top and jeans , stands on a field , with others in the background . <END>
3555231025_73fa54fa29.jpg	<START> A small white skinned girl in a pink top and jeans stands on a soccer field . <END>
3555231025_73fa54fa29.jpg	<START> A young girl in blue jeans and a red shirt is in the green grass . <END>
3555231025_73fa54fa29.jpg	<START> A young girl smiles in a field . <END>
3555231025_73fa54fa29.jpg	<START> Girl in pink top dancing in a field , <END>
2330536645_2d36b516e1.jpg	<START> A group of kids is splashing in deep water nearby a rock formation . <END>
2330536645_2d36b516e1.jpg	<START> Kids play in the water <END>
2330536645_2d36b516e1.jpg	<START> many children play in the water . <END>
2330536645_2d36b516e1.jpg	<START> Six kids splash in water <END>
2330536645_2d36b516e1.jpg	<START> Six shirtless children are playing in natural water and splashing around . <END>
316833109_6500b526dc.jpg	<START> A brown dog carries a multiple colored toy in the grass . <END>
316833109_6500b526dc.jpg	<START> A brown dog is running across the yard with its toy in its mouth . <END>
316833109_6500b526dc.jpg	<START> A dog with a toy runs through the grass . <END>
316833109_6500b526dc.jpg	<START> A golden retriever runs through grass carrying a dog toy . <END>
316833109_6500b526dc.jpg	<START> The dog is running with his toy in his mouth . <END>
3397259310_1ed1a346b5.jpg	<START> A boy on a skateboard is on a wall near the water and next to grass . <END>
3397259310_1ed1a346b5.jpg	<START> A boy on a skateboard is riding on a stone wall <END>
3397259310_1ed1a346b5.jpg	<START> Skateboarder preparing to jump off of stone wall . <END>
3397259310_1ed1a346b5.jpg	<START> The skateboarder does a trick on the low stone wall . <END>
3397259310_1ed1a346b5.jpg	<START> Young man skateboarding on a retaining wall in a suburban area . <END>
3701544312_b2e4e9813d.jpg	<START> A group of people pulling on a rope <END>
3701544312_b2e4e9813d.jpg	<START> three girls tug a rope . <END>
3701544312_b2e4e9813d.jpg	<START> Three people are mountain climbing and the lady in front has long hair . <END>
3701544312_b2e4e9813d.jpg	<START> Three people are pulling a rope on a hillside . <END>
3701544312_b2e4e9813d.jpg	<START> Three women on one side of a tug-of-war <END>
3354200211_35348e47d8.jpg	<START> A bunch of people walking down the street . <END>
3354200211_35348e47d8.jpg	<START> Adults and children dressed for cold weather in a road race . <END>
3354200211_35348e47d8.jpg	<START> A group of people run down a city street . <END>
3354200211_35348e47d8.jpg	<START> Many people are jogging along the street by a green fence . <END>
3354200211_35348e47d8.jpg	<START> Many people run in a race on a street . <END>
698107542_3aa0ba78b4.jpg	<START> A young child raises her arms while jumping on a yellow blow-up toy . <END>
698107542_3aa0ba78b4.jpg	<START> Child in light colored clothing standing with arms extended outward . <END>
698107542_3aa0ba78b4.jpg	<START> Children jump in bouncy gym . <END>
698107542_3aa0ba78b4.jpg	<START> Two girls playing inside a jumper house . <END>
698107542_3aa0ba78b4.jpg	<START> Two little girls play in a yellow inflatable house . <END>
2157173498_2eea42ee38.jpg	<START> A man is snowboarding and jumping off of a snow hill . <END>
2157173498_2eea42ee38.jpg	<START> A person in a black jacket is snowboarding during the evening . <END>
2157173498_2eea42ee38.jpg	<START> A silhouette of a person snowboarding through a pile of snow . <END>
2157173498_2eea42ee38.jpg	<START> A snowboarder flying off a snow drift with a colorful sky in the background . <END>
2157173498_2eea42ee38.jpg	<START> The person in the parka is on a snowboard . <END>
3122773470_b622205948.jpg	<START> A group of people are backpacking through a grassy field . <END>
3122773470_b622205948.jpg	<START> A group of people walk in a line through a field next to a forest . <END>
3122773470_b622205948.jpg	<START> A group of people walking through a grassy field . <END>
3122773470_b622205948.jpg	<START> People on a nature walk with nets and backpacks with trees to the left of them . <END>
3122773470_b622205948.jpg	<START> Several people in line walking through grass with nets in hand . <END>
2992808092_5f677085b7.jpg	<START> Two boys fight for the ball . <END>
2992808092_5f677085b7.jpg	<START> two field hockey players fight for the ball . <END>
2992808092_5f677085b7.jpg	<START> Two hockey players are trying to shoot the puck on the grass . <END>
2992808092_5f677085b7.jpg	<START> Two opposing male players are chasing the ball in field hockey . <END>
2992808092_5f677085b7.jpg	<START> Two teenagers participate in a game of field hockey . <END>
3587781729_bd21ce7b11.jpg	<START> This picture shows a blond-haired boy and brown-haired boy smiling while swinging on a tire swing . <END>
3587781729_bd21ce7b11.jpg	<START> Two children are laughing and playing in a tire swing at a park . <END>
3587781729_bd21ce7b11.jpg	<START> Two child share a swing in a playground . <END>
3587781729_bd21ce7b11.jpg	<START> Two kids are swinging together on a tire swing . <END>
3587781729_bd21ce7b11.jpg	<START> Two kids enjoy a tire swing . <END>
244368383_e90b6b2f20.jpg	<START> A crowd of people are socializing . <END>
244368383_e90b6b2f20.jpg	<START> A crowd of scantily clad people at an outdoor festival <END>
244368383_e90b6b2f20.jpg	<START> a large crowd of people . <END>
244368383_e90b6b2f20.jpg	<START> A large group of people fill the picture , which is taken from above . <END>
244368383_e90b6b2f20.jpg	<START> Many people standing around listening to music . <END>
2762702644_2aa3bf9680.jpg	<START> A woman wearing a red and black outfit standing in front of a building playing a violin . <END>
2762702644_2aa3bf9680.jpg	<START> A woman wearing black and red is playing a violin in front of a brick building . <END>
2762702644_2aa3bf9680.jpg	<START> A woman wearing red playing a violin on a sidewalk . <END>
2762702644_2aa3bf9680.jpg	<START> Girl in red , with striped tights , playing violin outside of building . <END>
2762702644_2aa3bf9680.jpg	<START> The girl in red and black is holding a violin and bow . <END>
1007129816_e794419615.jpg	<START> A man in an orange hat starring at something . <END>
1007129816_e794419615.jpg	<START> A man wears an orange hat and glasses . <END>
1007129816_e794419615.jpg	<START> A man with gauges and glasses is wearing a Blitz hat . <END>
1007129816_e794419615.jpg	<START> A man with glasses is wearing a beer can crocheted hat . <END>
1007129816_e794419615.jpg	<START> The man with pierced ears is wearing glasses and an orange hat . <END>
3500115252_9404c066a8.jpg	<START> A black dog is playing with a blue doll on a white carpet . <END>
3500115252_9404c066a8.jpg	<START> A black dog playing with a purple toy . <END>
3500115252_9404c066a8.jpg	<START> A cat watching a dog with a toy . <END>
3500115252_9404c066a8.jpg	<START> A dog plays with a stuffed animal . <END>
3500115252_9404c066a8.jpg	<START> The dog plays with a purple toy near a cat . <END>
2666078276_f7b3056997.jpg	<START> A dog leaps on the beach . <END>
2666078276_f7b3056997.jpg	<START> A playful dog is jumping on the sand . <END>
2666078276_f7b3056997.jpg	<START> Brown dog is leaping up into the air . <END>
2666078276_f7b3056997.jpg	<START> The collared dog is jumping into the air . <END>
2666078276_f7b3056997.jpg	<START> There is a brown dog leaping on the beach . <END>
875731481_a5a0a09934.jpg	<START> A woman wearing a brightly colored costume stands onstage . <END>
875731481_a5a0a09934.jpg	<START> Brightly dressed , feather headed wearing women competing on a stage in some sort of pagent . <END>
875731481_a5a0a09934.jpg	<START> Costumed women perform outdoors . <END>
875731481_a5a0a09934.jpg	<START> Several women dressed in colorful costumes near a City Hall building . <END>
875731481_a5a0a09934.jpg	<START> Women in costume stand on a stage . <END>
2923475135_a6b6e13d26.jpg	<START> A brown horse with a rider sitting on him is jumping over a blue barrier <END>
2923475135_a6b6e13d26.jpg	<START> A horse and rider , jumping a barrier on a course . <END>
2923475135_a6b6e13d26.jpg	<START> A person in white jumps a brown horse over the gate . <END>
2923475135_a6b6e13d26.jpg	<START> Jockey and horse jump over blue hurdle <END>
2923475135_a6b6e13d26.jpg	<START> There is a horse and rider jumping over a hurdle . <END>
3164415865_612f9fd8bc.jpg	<START> sleds sled down the street <END>
3164415865_612f9fd8bc.jpg	<START> Children are sledding down a snowy hill . <END>
3164415865_612f9fd8bc.jpg	<START> Five children sledding down a snow-covered street . <END>
3164415865_612f9fd8bc.jpg	<START> Four children snow sledding down a hill . <END>
3164415865_612f9fd8bc.jpg	<START> The people ride down the road on sleds . <END>
1522787272_5a31497ef2.jpg	<START> A dog with mud stuck on his underside is running on grass . <END>
1522787272_5a31497ef2.jpg	<START> A golden retriever has on a collar and a harness and has a muddy lower body . <END>
1522787272_5a31497ef2.jpg	<START> A muddy dog prances through the grass . <END>
1522787272_5a31497ef2.jpg	<START> A muddy golden dog running in grass <END>
1522787272_5a31497ef2.jpg	<START> A white dog that is muddy walks across the green grass . <END>
3629664676_36bcefe6b7.jpg	<START> A black dog pulling a green rope <END>
3629664676_36bcefe6b7.jpg	<START> a black dog pulling on a green rope in the grass <END>
3629664676_36bcefe6b7.jpg	<START> A black dog tugs on a rope . <END>
3629664676_36bcefe6b7.jpg	<START> A dog pulling a rope . <END>
3629664676_36bcefe6b7.jpg	<START> The black dog is tugging at a green rope . <END>
3412036192_d8cd12ed3f.jpg	<START> A brown and white dog is jumping up to catch a ball in the park . <END>
3412036192_d8cd12ed3f.jpg	<START> A dog chases a tennis ball on a well manicured park lawn . <END>
3412036192_d8cd12ed3f.jpg	<START> A white and brown dog jumps for a tennis ball in midair . <END>
3412036192_d8cd12ed3f.jpg	<START> A white and brown dog , mid-leap , in a park . <END>
3412036192_d8cd12ed3f.jpg	<START> A white dog tries to catch a tennis ball high in the air . <END>
1024138940_f1fefbdce1.jpg	<START> Two different breeds of brown and white dogs play on the beach . <END>
1024138940_f1fefbdce1.jpg	<START> Two dogs are making a turn on a soft sand beach . <END>
1024138940_f1fefbdce1.jpg	<START> Two dogs playing in the sand at the beach . <END>
1024138940_f1fefbdce1.jpg	<START> Two dogs playing together on a beach . <END>
1024138940_f1fefbdce1.jpg	<START> Two large tan dogs play along a sandy beach . <END>
241345942_ea76966542.jpg	<START> A football player is trying to tackle another one . <END>
241345942_ea76966542.jpg	<START> A man in a Sooners jersey blocks an attempted UW tackle . <END>
241345942_ea76966542.jpg	<START> One football player tries to tackle a player on the opposing team . <END>
241345942_ea76966542.jpg	<START> The football player in red keeps the football away from the player in purple and white . <END>
241345942_ea76966542.jpg	<START> The football player in white is defending against the player in red who is running with the ball . <END>
3264337159_e1680a35ba.jpg	<START> A dog is running through reeds towards the ocean . <END>
3264337159_e1680a35ba.jpg	<START> A white dog is jumping in some cat tails . <END>
3264337159_e1680a35ba.jpg	<START> A white dog leaps through dried cattails coming through the snow . <END>
3264337159_e1680a35ba.jpg	<START> A white dog runs through dried cattails in a snowy field . <END>
3264337159_e1680a35ba.jpg	<START> A white dog with an orange spot jumping through dried grass . <END>
2943079526_e9033a6556.jpg	<START> A business man is reading on a subway <END>
2943079526_e9033a6556.jpg	<START> A man on the subway holds his bags and looks at a book . <END>
2943079526_e9033a6556.jpg	<START> A man reads a book on the subway . <END>
2943079526_e9033a6556.jpg	<START> A man wearing sunglasses is standing on a metro train reading a book . <END>
2943079526_e9033a6556.jpg	<START> Man dressed in black suit and tie reads a book while waiting on the subway . <END>
456299217_b2802efbc2.jpg	<START> A girl sits outside at a large fountain . <END>
456299217_b2802efbc2.jpg	<START> A woman and two others are sitting nearby a decorative water fountain . <END>
456299217_b2802efbc2.jpg	<START> A woman sits on a wall next to a large conical fountain . <END>
456299217_b2802efbc2.jpg	<START> A young woman sits near a fountain . <END>
456299217_b2802efbc2.jpg	<START> Woman in black poses near a pyramid fountain . <END>
1463732130_a754441289.jpg	<START> A girl in a white shirt jumps on a trampoline . <END>
1463732130_a754441289.jpg	<START> A young girl bouncing on a trampoline . <END>
1463732130_a754441289.jpg	<START> A young girl jumping on an enclosed trampoline <END>
1463732130_a754441289.jpg	<START> The girl in blue jeans and white shirt is balancing on one leg . <END>
1463732130_a754441289.jpg	<START> We cannot see the face of the girl with the white T-shirt and blue jeans . <END>
1207159468_425b902bfb.jpg	<START> A boy and a person suspended above a dome structure . <END>
1207159468_425b902bfb.jpg	<START> A boy in a blue shirt is posing in front of an igloo type building with a person dangling from a rope above the building . <END>
1207159468_425b902bfb.jpg	<START> A boy poses for a picture and in the background a man is hanging by a rope . <END>
1207159468_425b902bfb.jpg	<START> A boy stands near a structure outside . <END>
1207159468_425b902bfb.jpg	<START> a young man wearing a blue shirt with a strange white building in the background <END>
3248752274_96740ed073.jpg	<START> A black dog pulls a red sled in the snow . <END>
3248752274_96740ed073.jpg	<START> A black dog pulls a red sleigh <END>
3248752274_96740ed073.jpg	<START> A black dog wearing a harness is pulling a sled . <END>
3248752274_96740ed073.jpg	<START> A black dog wearing a harness that is attached to a red sled . <END>
3248752274_96740ed073.jpg	<START> Large black dog is pulling things around on a red sled . <END>
3105623068_392b767a7b.jpg	<START> A girl in white is rock climbing . <END>
3105623068_392b767a7b.jpg	<START> A woman in a white shirt and black cropped pants climbs a rock wall . <END>
3105623068_392b767a7b.jpg	<START> A young girl climbing a rock wall . <END>
3105623068_392b767a7b.jpg	<START> Fit brunette enjoys some time rock climbing . <END>
3105623068_392b767a7b.jpg	<START> The girl is climbing an artificial climbing wall . <END>
3348384389_73b6647017.jpg	<START> A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow . <END>
3348384389_73b6647017.jpg	<START> A dark brown dog is biting at a lighter brown colored dog . <END>
3348384389_73b6647017.jpg	<START> The dog with the red collar is bearing its teeth at the dog with the blue collar . <END>
3348384389_73b6647017.jpg	<START> Two dogs are on a white carpet with one of the dogs showing its fangs . <END>
3348384389_73b6647017.jpg	<START> Two dogs , one with mouth open . <END>
3568065409_1c381aa854.jpg	<START> A boy holding a lightsaber jumps in the middle of the street . <END>
3568065409_1c381aa854.jpg	<START> A boy holding a stick jumping Ont he street . <END>
3568065409_1c381aa854.jpg	<START> a boy in shorts and white shirt is jumping whilst holding a pink stick in front of a large tree surrounded by sacks . <END>
3568065409_1c381aa854.jpg	<START> A small boy in a white shirt is jumping with a sword in his hand . <END>
3568065409_1c381aa854.jpg	<START> A young boy jumps in the street while holding a stick . <END>
1683444418_815f660379.jpg	<START> A man in a camouflage tank top standing next to a man in a grey t-shirt with a fountain in the background . <END>
1683444418_815f660379.jpg	<START> Two man standing in front of a huge fountain with several background people . <END>
1683444418_815f660379.jpg	<START> Two men are posing for a photograph in front of a fountain in a city . <END>
1683444418_815f660379.jpg	<START> Two men are standing in front of a fountain smiling . <END>
1683444418_815f660379.jpg	<START> Two men standing in front of fountain while other people sit on the grass <END>
2823200990_7b02b7cc36.jpg	<START> A boy jumping off a chair . <END>
2823200990_7b02b7cc36.jpg	<START> A boy jumps high indoors while a woman sleeps on a nearby couch . <END>
2823200990_7b02b7cc36.jpg	<START> A little boy with brown hair jumped off of a brown chair onto the floor . <END>
2823200990_7b02b7cc36.jpg	<START> A young boy becomes airborne in a family room setting while a woman rests behind him . <END>
2823200990_7b02b7cc36.jpg	<START> A young boy jumping off a chair <END>
3606355203_1260f43ec0.jpg	<START> A man in red swimming trunks pushing a baby stroller down a crowded beach . <END>
3606355203_1260f43ec0.jpg	<START> A man pushes a baby in a carriage on the beach . <END>
3606355203_1260f43ec0.jpg	<START> A man pushing a baby stroller at the beach , a woman with a little boy ahead . <END>
3606355203_1260f43ec0.jpg	<START> Fat man on the beach with a stroller . <END>
3606355203_1260f43ec0.jpg	<START> Man in drooping swim trunks pushing baby stroller along edge of beach . <END>
3293018193_e4e0c8db7c.jpg	<START> A man is playing a guitar next to another man who is sitting behind a green cart wearing a mask . <END>
3293018193_e4e0c8db7c.jpg	<START> A man plays a guitar while another man sits next to him wearing a mask . <END>
3293018193_e4e0c8db7c.jpg	<START> On the street a man sits and plays the drums while a man standing beside him plays the guitar . <END>
3293018193_e4e0c8db7c.jpg	<START> Two guys are on the side of the street playing a guitar and drums . <END>
3293018193_e4e0c8db7c.jpg	<START> Two men next to a building playing a guitar and drums . <END>
3320680380_b0d38b3b4a.jpg	<START> A child goes skiing . <END>
3320680380_b0d38b3b4a.jpg	<START> A young girl skiing alongside an adult <END>
3320680380_b0d38b3b4a.jpg	<START> A young skier receives a lesson in the snow from an adult . <END>
3320680380_b0d38b3b4a.jpg	<START> Man and child skiing . <END>
3320680380_b0d38b3b4a.jpg	<START> The ski instructor is teaching the little girl how to bend her knees and stand on her ski 's . <END>
530661899_94655d7d0e.jpg	<START> A couple walking on a dirt road . <END>
530661899_94655d7d0e.jpg	<START> A man and women walk atop a hill . <END>
530661899_94655d7d0e.jpg	<START> Two people backlit with light sky . <END>
530661899_94655d7d0e.jpg	<START> Two people walk at sunset . <END>
530661899_94655d7d0e.jpg	<START> Two people walk on a path as the sun casts a shadow towards the camera . <END>
2268115375_69884e958d.jpg	<START> A man carries dead birds while walking down a hill . <END>
2268115375_69884e958d.jpg	<START> A man is carrying numerous penguins accross a plain . <END>
2268115375_69884e958d.jpg	<START> A man wearing green waterproofs is walking on a grassy cliff top carrying some penguins . <END>
2268115375_69884e958d.jpg	<START> A man with multiple animals in each hand is walking down a uncut grassy hill . <END>
2268115375_69884e958d.jpg	<START> The man walks through a field carrying bundles of dead birds . <END>
2991993027_36ac04e9a0.jpg	<START> A group of people dressed as zombies . <END>
2991993027_36ac04e9a0.jpg	<START> A large group of people with facepaint on gather outside . <END>
2991993027_36ac04e9a0.jpg	<START> Everybody is dressed as a zombie at this party . <END>
2991993027_36ac04e9a0.jpg	<START> Many people have painted faces at night . <END>
2991993027_36ac04e9a0.jpg	<START> people dressed up in zombie costumes are standing around . <END>
3468275336_61936db92d.jpg	<START> A bride is throwing her bouquet to several women standing behind her . <END>
3468275336_61936db92d.jpg	<START> A bride throwing her bouquet up in the air behind her , towards a group of ladies . <END>
3468275336_61936db92d.jpg	<START> A bride throws her flowers over her head to a waiting crowd . <END>
3468275336_61936db92d.jpg	<START> A bride tossing her bouquet to a group of women . <END>
3468275336_61936db92d.jpg	<START> A new bride dressed in white throws a bouquet to waiting females behind her . <END>
990890291_afc72be141.jpg	<START> A man does a wheelie on his bicycle on the sidewalk . <END>
990890291_afc72be141.jpg	<START> A man is doing a wheelie on a mountain bike . <END>
990890291_afc72be141.jpg	<START> A man on a bicycle is on only the back wheel . <END>
990890291_afc72be141.jpg	<START> Asian man in orange hat is popping a wheelie on his bike . <END>
990890291_afc72be141.jpg	<START> Man on a bicycle riding on only one wheel . <END>
724702877_f2a938766b.jpg	<START> A dog has jumped in the air to catch a tennis ball . <END>
724702877_f2a938766b.jpg	<START> A small brown dog jumping up to catch a tennis ball . <END>
724702877_f2a938766b.jpg	<START> A small brown dog jumps and catches a tennis ball <END>
724702877_f2a938766b.jpg	<START> A small dog jumping with a ball in its mouth . <END>
724702877_f2a938766b.jpg	<START> Small dog catches a tennis ball in its mouth indoors . <END>
1096097967_ac305887b4.jpg	<START> A black and white dog drinking water from a water spray . <END>
1096097967_ac305887b4.jpg	<START> A black and white dog is being soaked with a jet of water in a blue paddling pool . <END>
1096097967_ac305887b4.jpg	<START> A dog sticking its face into the shower from a garden hose . <END>
1096097967_ac305887b4.jpg	<START> A small white dog gets sprayed by water <END>
1096097967_ac305887b4.jpg	<START> A white and black dog is jumping into a pool . <END>
2629027962_9cc3b46527.jpg	<START> A child with her head in a cut out of a cow . <END>
2629027962_9cc3b46527.jpg	<START> A girl is poking her head through a cow cutout . <END>
2629027962_9cc3b46527.jpg	<START> A young boy is sticking his head through a cow face with a hole cut out of it . <END>
2629027962_9cc3b46527.jpg	<START> A young girl is putting her face in a cow cut-out at a farm . <END>
2629027962_9cc3b46527.jpg	<START> With a barn in the background a child puts her head through a hole in a cow cutout and smiles for the camera . <END>
2218334049_e649dbdb1a.jpg	<START> A black and brown dog is standing outdoors at night . <END>
2218334049_e649dbdb1a.jpg	<START> A black dog is standing outside in the dark of night . <END>
2218334049_e649dbdb1a.jpg	<START> A Doberman Pinscher at night <END>
2218334049_e649dbdb1a.jpg	<START> Black dog in the yard at night . <END>
2218334049_e649dbdb1a.jpg	<START> The black dog is standing on the grass at night . <END>
516394876_8b9b8021bc.jpg	<START> A man in a red shirt shopping for candy <END>
516394876_8b9b8021bc.jpg	<START> A person wearing a homemade storm trooper helmet looking at a display of candy . <END>
516394876_8b9b8021bc.jpg	<START> A young man wearing a large space helmet is looking at candy in a market . <END>
516394876_8b9b8021bc.jpg	<START> Man with storm trooper head gear on shops for candy . <END>
516394876_8b9b8021bc.jpg	<START> Person standing in front of colorful display of candy . <END>
2724485630_7d2452df00.jpg	<START> Two blonde women are wearing white I love beer shirts . <END>
2724485630_7d2452df00.jpg	<START> Two blond haired women wear matching clothing and love beer . <END>
2724485630_7d2452df00.jpg	<START> Two blond women in  I love beer  shirts walk outside . <END>
2724485630_7d2452df00.jpg	<START> Two woman wearing similar shirts walk to the left . <END>
2724485630_7d2452df00.jpg	<START> Two women wear shirts depicting how much they like beer <END>
300222673_573fd4044b.jpg	<START> A man plays a song on the guitar for his cat . <END>
300222673_573fd4044b.jpg	<START> A man plays a yellow guitar while a cat watches him . <END>
300222673_573fd4044b.jpg	<START> A man plays his yellow guitar while staring at his cat . <END>
300222673_573fd4044b.jpg	<START> A man , sitting by his computer , playing guitar to his cat . <END>
300222673_573fd4044b.jpg	<START> The man is playing guitar and sitting with a cat . <END>
3526897578_3cf77da99b.jpg	<START> A black dog is carrying a red bucket in its mouth . <END>
3526897578_3cf77da99b.jpg	<START> A black dog runs with a red bucket . <END>
3526897578_3cf77da99b.jpg	<START> a small black and white dog carrying a red bucket in his mouth <END>
3526897578_3cf77da99b.jpg	<START> Black and white dog running carrying red bucket in mouth . <END>
3526897578_3cf77da99b.jpg	<START> The black and white dog is running with a red pail in its mouth . <END>
3324746155_71e14f60ce.jpg	<START> A man kicks a soccer ball on a field . <END>
3324746155_71e14f60ce.jpg	<START> A man wearing a blue shirt kicks a soccer ball along a green field . <END>
3324746155_71e14f60ce.jpg	<START> a man wearing blue plays soccer . <END>
3324746155_71e14f60ce.jpg	<START> A soccer player in a blue AIG shirt is kicking the ball . <END>
3324746155_71e14f60ce.jpg	<START> Man in AIG t-shirt playing soccer . <END>
2635023078_6dae04758f.jpg	<START> Two guys stand outside of a building that has been spray painted with words . <END>
2635023078_6dae04758f.jpg	<START> Two men stand near a wall that has writing painted on it . <END>
2635023078_6dae04758f.jpg	<START> Two young men drink beer , leaning on a graffitied wall . <END>
2635023078_6dae04758f.jpg	<START> Two young men in black jackets hanging out by a graffitied wall <END>
2635023078_6dae04758f.jpg	<START> Two young men in jeans and dark jackets standing in front of a building . <END>
1989145280_3b54452188.jpg	<START> A blond girl with sunglasses on her head looks squeamish . <END>
1989145280_3b54452188.jpg	<START> A woman wearing sunglasses . <END>
1989145280_3b54452188.jpg	<START> A woman wearing sunglasses on her head looking down . <END>
1989145280_3b54452188.jpg	<START> woman wearing black shirt and glasses on head reacting to something <END>
1989145280_3b54452188.jpg	<START> Woman with black sunglasses looks down at something . <END>
2564663851_3a9832e4fc.jpg	<START> A little boy playing in a water spout . <END>
2564663851_3a9832e4fc.jpg	<START> A little boy plays outdoors in water spurting up from an inground fountain . <END>
2564663851_3a9832e4fc.jpg	<START> a small boy plays in the sprinkler . <END>
2564663851_3a9832e4fc.jpg	<START> A young boy plays in the fountains shooting up from the ground . <END>
2564663851_3a9832e4fc.jpg	<START> Boy plays in outdoor water sprays . <END>
2682194299_92005b26c6.jpg	<START> A black and white dog is bounding down white steps . <END>
2682194299_92005b26c6.jpg	<START> A black and white dog is running down some white steps . <END>
2682194299_92005b26c6.jpg	<START> A small dog jumping some hurdles . <END>
2682194299_92005b26c6.jpg	<START> A tri-colored dog is jumping over obstacles . <END>
2682194299_92005b26c6.jpg	<START> Dog sits on hurdles . <END>
3052104757_d1cf646935.jpg	<START> A black and green monster truck flying through the air . <END>
3052104757_d1cf646935.jpg	<START> A four wheeler jumping cars . <END>
3052104757_d1cf646935.jpg	<START> A giant monster truck leaps over crushed cars and into the air inside the arena . <END>
3052104757_d1cf646935.jpg	<START> A monster truck in the air above demolished cars . <END>
3052104757_d1cf646935.jpg	<START> A monster truck soars into the air at an arena . <END>
3640417354_b0b3e4aec9.jpg	<START> A girl crouched up over a swing at the park , spinning around . <END>
3640417354_b0b3e4aec9.jpg	<START> A girl is kneeling on a swing at the park . <END>
3640417354_b0b3e4aec9.jpg	<START> A girl with a red shirt and long brown hair is laying across a twisted swing with sand underneath . <END>
3640417354_b0b3e4aec9.jpg	<START> A young girl in a red shirt swings face down on the swings . <END>
3640417354_b0b3e4aec9.jpg	<START> Girl is playing at park on a swing . <END>
95728664_06c43b90f1.jpg	<START> A couple of men sit by a large stone slab with mountains in the background . <END>
95728664_06c43b90f1.jpg	<START> Two men rest near a mountain range . <END>
95728664_06c43b90f1.jpg	<START> Two men sit against a stone monument among snow covered peaks . <END>
95728664_06c43b90f1.jpg	<START> two men sit at a encripted stone in the mountains . <END>
95728664_06c43b90f1.jpg	<START> Two men sitting next to a tall stone . <END>
56494233_1824005879.jpg	<START> a lone climber on a snowcapped mountain with several huge mountains in the background . <END>
56494233_1824005879.jpg	<START> A man is standing looking at the path ahead while hiking in a mountain range . <END>
56494233_1824005879.jpg	<START> A man on top of a mountain looks at the mountains surrounding him . <END>
56494233_1824005879.jpg	<START> A person with a backpack stands on a snowy mountain . <END>
56494233_1824005879.jpg	<START> Sole mountain climber stands atop snowy peak looking left <END>
3316046339_8e504be038.jpg	<START> A biker riding in a forest . <END>
